type_approval,country,source,confidence,evidence,generation,item,ta_pdf,issuer_prefix,issuer_authority,issuer_country,issuer_check,issuer_expected,issuer_table_source,issuer_note,issuer_authority_raw
e37-0010,Türkiye,TA-PDF: Name of model,belegt,Türkiye Dijital Takograf Kartlari / Turkish Digital Tachograph Cards,G1,Digital Tachograph Gl vl.6 version 2.2.1.N Cards of THALES with an INFINEON IFX_CCI_000039h chip JRC_DTLab/A3-183/D8-187/2026 v2.0 01/04/2026 01/10/2026,https://dtc.jrc.ec.europa.eu/PDF_Card/e37-0010.pdf,Türkiye,Sanayi ve Teknoloji Bakanlığı - D.G. for Metrology,Türkiye,bestaetigt,Sanayi ve Teknoloji Bakanlığı,Bescheid,,SANAYI VE TEKNOLOJi BAKANLIGI Metroloji ve Sanayi Ürünleri Güvenligi Genei Müdürlügü REPUBLIC OF TÜRKIYE MINISTRY OF IND
e26-22-1,Slovenia,Ausstellerbehoerde,Annahme,Ministrstvo za infrastrukturo,G1,CETIS Digital Tachograph G1GE JRC_DTLab/A3-183/20-188/2026 27/03/2026 27/09/2026,https://dtc.jrc.ec.europa.eu/PDF_Card/e26-22-1.pdf,Slovenia,Ministrstvo za infrastrukturo,Slovenia,bestaetigt,AVP - Javna agencija RS za varnost prometa,Bescheid,Ministrstvo za infrastrukturo,"Republika Slovenija, Ministrstvo za infrastrukturo"
e2-53,Armenia,TA-PDF: Name of model,belegt,Cartes tachygraphiques GEN1 Imprimerie Nationale pour l'Arménie,G1,Cartes tachygraphiques GEN1 Imprimerie Nationale pour l'ArmÃ©nie JRC_DTLab/16-178/50-185/2026 23/01/2026 23/07/2026,https://dtc.jrc.ec.europa.eu/PDF_Card/e2-53.pdf,France,DGE / Préfecture du Nord - Ministère de l'économie et des finances,France,bestaetigt,Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,"Ministère de l'Economie, des Finances et de la"
e69-AETR-0001-01,Israel,TA-PDF: Manufacturing mark,belegt,Tachograph G1 v1.6 cards for Israel,G1,Thales Digital Tachograph G1 v1.6 [ver. 2.2.1.N] JRC_DTLab/A3-183/A3-184/2025 23/12/2025 23/06/2026,https://dtc.jrc.ec.europa.eu/PDF_Card/e69-AETR-0001-01.pdf,Israel,MOT - Ministry of Transport and Road Safety,Israel,bestaetigt,MOT - Ministry of Transport and Road Safety,Bescheid,in der offiziellen Liste nicht gefuehrt,MOT (Ministry of Transport and Road Safety – Israel)
e4-AETR-0005-01,Moldova,TA-PDF: Name of model,belegt,Tachograph G1 cards for Moldova,G1,Thales Digital Tachograph G1 v1.6 JRC_DTLab/A3-183/2025 23/10/2025 23/04/2026,https://dtc.jrc.ec.europa.eu/PDF_Card/e4-AETR-0005-01.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e13-0004-00,Luxembourg,Ausstellerbehoerde,Annahme,SNCH - Société Nationale de Certification et d'Homologation,G2.2,Tachograph Card G2v2 - TachoDrive v4 Applet (41 63 06) on ID-One Cosmo X Java card (09 33 64 + 09 94 41 + 09 9E 21) JRC_DTLab/30-172/30-182/2024 05/12/2024 05/06/2025,https://dtc.jrc.ec.europa.eu/PDF_Card/e13_0004_00.pdf,Luxembourg,SNCH - Société Nationale de Certification et d'Homologation,Luxembourg,bestaetigt,SNCH - Société Nationale de Certification et d'Homologation,Bescheid,,SOCIÉTÉ NATIONALE DE
e68-001,Kyrgyzstan,Ausstellerbehoerde,Annahme,Ministry of Transport and Communication of the Kyrgyz Republic,G1,TachoDrive v4 on ID-One Cosmo X JRC_DTLab/30-172/16-178/2024 19/06/2024 19/12/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e68-001.pdf,Kyrgyzstan,Ministry of Transport and Communication of the Kyrgyz Republic,Kyrgyzstan,bestaetigt,Ministry of Transport and Communication of the Kyrgyz Republic,Bescheid,in der offiziellen Liste nicht gefuehrt,КЬПЧ ЬГЗ РЕСПУБЛИКАСЬ1НЬ1Н МИНИСТЕРСТВО ТРАНСПОРТ ЖАНА ТРАНСПОРТА И КОММУНИКАЦИЙ КОММУНИКАЦИЯЛАР КЬ1РГЬ13СКОЙ МИНИСТИРЛИ
e26-10-1,Slovenia,Ausstellerbehoerde,Annahme,Ministrstvo za infrastrukturo,G2.2,CETIS Smart Tachograph G2V2SI v2.0 JRC_DTLab/A3-156/20-179/2024 19/04/2024 19/10/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e26_10-1.pdf,Slovenia,Ministrstvo za infrastrukturo,Slovenia,bestaetigt,AVP - Javna agencija RS za varnost prometa,Bescheid,Ministrstvo za infrastrukturo,"Republika Slovenija, Ministrstvo za infrastrukturo"
e2-52,France,JRC-Kartenname,belegt,Cartes tachygraphiques GEN2v2 avec puce NFC Imprimerie Nationale pour la France JRC_DTLab/30-172/50-168/2024 21/02/2024 21/08/2024,G2.2,Cartes tachygraphiques GEN2v2 avec puce NFC Imprimerie Nationale pour la France JRC_DTLab/30-172/50-168/2024 21/02/2024 21/08/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e2-52.pdf,France,DGE / Préfecture du Nord - Ministère de l'économie et des finances,France,bestaetigt,Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,"Ministère de l'économie, des finances et de la souveraineté"
e2-51,France,JRC-Kartenname,belegt,Imprimerie Nationale tachograph cards GEN2 V2 with NFC chip for France JRC_DTLab/A3-156/50-176/2023 20/12/2023 20/06/2024,G2.2,Imprimerie Nationale tachograph cards GEN2 V2 with NFC chip for France JRC_DTLab/A3-156/50-176/2023 20/12/2023 20/06/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e2-51.pdf,France,DGE / Préfecture du Nord - Ministère de l'économie et des finances,France,bestaetigt,Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,"Ministère de l'économie, des finances et de la souveraineté"
e5-0450-00,Cyprus,JRC-Kartenname,belegt,PWPW-CERTSIGN CYPRUS Tach G2v2 Cards v1.0 JRC_DTLab/A3-156/89-174/2023 18/10/2023 18/04/2024,G2.2,PWPW-CERTSIGN CYPRUS Tach G2v2 Cards v1.0 JRC_DTLab/A3-156/89-174/2023 18/10/2023 18/04/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e5-0450-00.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e1-00021-00,Greece,JRC-Kartenname,belegt,Tachosmart Greece G2V2 JRC_DTLab/A3-156/12-173/2023 08/09/2023 08/03/2024,G2.2,Tachosmart Greece G2V2 JRC_DTLab/A3-156/12-173/2023 08/09/2023 08/03/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e1-00021-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e4-0040-00,Netherlands,TA-PDF: Manufacturing mark,belegt,Tachograph G2V2 cards for the Netherlands,G2.2,TachoDrive v4 on Cosmo X - SAAAAR code OS 09 33 64 and SAAAAR jPatch codes: 099441 and 099E21 JRC_DTLab/30-172/2023 11/08/2023 11/02/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e4-0040-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW
e2-48,France,JRC-Kartenname,belegt,Imprimerie Nationale tachograph cards GEN 2 V2 for France JRC_DTLab/A3-156/50-159/2023 13/07/2023 13/01/2024,G2.2,Imprimerie Nationale tachograph cards GEN 2 V2 for France JRC_DTLab/A3-156/50-159/2023 13/07/2023 13/01/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e2-48.pdf,France,DGE / Préfecture du Nord - Ministère de l'économie et des finances,France,bestaetigt,Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,"Ministère de l'économie, des finances et de la souveraineté"
e21-0004,Portugal,Ausstellerbehoerde,Annahme,IMT - Instituto da Mobilidade e dos Transportes,G2.2,G2V2 INCM Digital Tachograph cards JRC_DTLab/A3-156/51-170/2023 13/07/2023 13/01/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e21-0004.pdf,Portugal,IMT - Instituto da Mobilidade e dos Transportes,Portugal,bestaetigt,IMT - Instituto da Mobilidade e dos Transportes,Bescheid,,"Instituto da Mobilidade e dos Transportes, I.P. Name of competent administration Comunicação referente a"
e25-2305,Croatia,Ausstellerbehoerde,Annahme,DZM - Državni zavod za mjeriteljstvo,G2.2,"Tachograph cards for second generation tachograph, version two (smart tachograph) JRC_DTLab/A3-156/13-167/2023 13/07/2023 13/01/2024",https://dtc.jrc.ec.europa.eu/PDF_Card/e25-2305.pdf,Croatia,DZM - Državni zavod za mjeriteljstvo,Croatia,bestaetigt,DZM - Državni zavod za mjeriteljstvo,Bescheid,,REPUBLIKA HRVATSKA REPUBLIC OF CROATIA DRŽAVNI ZAVOD ZA MJERITELJSTVO STATE OFFICE FOR METROLOGY
e8-004,Czechia,Ausstellerbehoerde,Annahme,Ministerstvo dopravy,G2.2,Smart Tachograph G2V2 - Infineon SLC37 JRC_DTLab/A3-156/A6-164/2023 07/07/2023 07/01/2024,https://dtc.jrc.ec.europa.eu/PDF_Card/e8-004.pdf,Czechia,Ministerstvo dopravy,Czechia,bestaetigt,Ministerstvo dopravy,Bescheid,,"Česká republika - Ministerstvo dopravy, nábřeží Ludvíka Svobody 12/1222, Praha I"
e1-00019-00,Austria,TA-PDF: Name of model,belegt,Tachosmart Österreich G2V2,G2.2,Tachosmart Ãsterreich G2V2 JRC_DTLab/A3-156/12-165/2023 27/06/2023 27/12/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e1-00019-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt 2 DE-24932 Flensburg
e1-00022-00,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,Tachograph Generation 2.2 JRC_DTLab/A3-156/AC-166/2023 27/06/2023 27/12/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e1-00022-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e4-0039-00,Netherlands,TA-PDF: Manufacturing mark,belegt,Tachograph G2V2 cards for the Netherlands,G2.2,TachoDrive v4 on Cosmo X JRC_DTLab/30-160/2023 15/06/2023 15/12/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e4-0039-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e1-00020-00 e5-0440-00,"Bulgaria, Poland",JRC-Kartenname,belegt,PWPW Poland and Bulgaria Tacho G2v2 cards v. 1.0 JRC_DTLab/A3-156/89-163/2023 08/06/2023 08/12/2023,G2.2,PWPW Poland and Bulgaria Tacho G2v2 cards v. 1.0 JRC_DTLab/A3-156/89-163/2023 08/06/2023 08/12/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e1-00020-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e3-1004,Italy,Ausstellerbehoerde,Annahme,MIT - Ministero delle Infrastrutture e dei Trasporti,G2.2,G2v2 tachograph cards SmartTacho V. 4.0 - J-TACHOG2V2 v.1.0.2 JRC_DTLab/A5-153/2023 01/06/2023 01/12/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e3-1004.pdf,Italy,MIT - Ministero delle Infrastrutture e dei Trasporti,Italy,bestaetigt,MIT - Ministero delle Infrastrutture e dei Trasporti,Bescheid,,"DIREZIONE GENERALE PER IL MERCATO, LA CONCORRENZA, LA TUTELA DEL CONSUMATORE E LA NORMATIVA TECNICA Divisione VII! - Str"
e4-0024-00,Belgium,TA-PDF: Manufacturing mark,belegt,Tachograph G2V2 cards for Belgium,G2.2,Thales Digital Tachograph G2V2/G2V2 V2.2.1.N on IFX CCI_000039H JRC_DTLab/A3-156/2023 26/05/2023 26/11/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e4-0024-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e21-0003,Portugal,Ausstellerbehoerde,Annahme,IMT - Instituto da Mobilidade e dos Transportes,G2.1,Smart Tachograph G2 on MultiApp V4.0.1 JRC_DTLab/A3-118/51-169/2023 12/05/2023 12/11/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e21-0003.pdf,Portugal,IMT - Instituto da Mobilidade e dos Transportes,Portugal,bestaetigt,IMT - Instituto da Mobilidade e dos Transportes,Bescheid,,"Instituto da Mobilidade e dos Transportes, I.P. Name of competent administration Comunicação relativa à"
e5-0430-00,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G1,PWPW-NAVILINE KZ Tach G1 Cards v.1.0 JRC_DTLab/A3-152/89-155/2023 21/03/2023 21/09/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e5-0430-00.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,TSV 2022-4338 Ert datum/Your date Er beteckning/Your ID 2022-06-29 Application for type KZ Till: (To:) ul. Karczunkowska
e37-0009,Türkiye,TA-PDF: Name of model,belegt,Türkiye Dijital Takograf Kartlari / Turkish Digital Tachograph Cards,G1,Digital Tachograph Gl VI.5 Cards of THALES with an INFINION SLE78CFX4000PH chip JRC_DTLab/A3-152/D8-157/2023 17/02/2023 17/08/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e37-0009.pdf,Türkiye,Sanayi ve Teknoloji Bakanlığı - D.G. for Metrology,Türkiye,bestaetigt,Sanayi ve Teknoloji Bakanlığı,Bescheid,,SANAYI VE TEKNOLOJi BAKANLIGI Metroloji ve Sanayi Ürünleri Güvenligi Genei Müdürlügü REPUBLIC OF TÜRKIYE MINISTRY OF IND
e10-003,Serbia,TA-PDF: Manufacturing mark,belegt,National Bank of Serbia,G2.1,Smart Tachograph G2 on MultiApp V4.0.1 (Version 2.0.1.G) JRC_DTLab/A3-118/79-150/2022 15/11/2022 15/05/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e10-003.pdf,Serbia,ABS - Agencija za bezbednost saobraćaja (Road Traffic Safety Agency),Serbia,bestaetigt,ABS - Agencija za bezbednost saobraćaja (Road Traffic Safety Agency),Bescheid,,Road Traffic Safety Agency
e5-0410-00 e5-0420-00,"Georgia, Azerbaijan",JRC-Kartenname,belegt,PWPW GE and AZ Tach G1 Cards v.1.3 JRC_DTLab/A3-152/89-151/2022 v2.0 07/09/2022 07/03/2023,G1,PWPW GE and AZ Tach G1 Cards v.1.3 JRC_DTLab/A3-152/89-151/2022 v2.0 07/09/2022 07/03/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e5-0410-00.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,TSV 2022-3855 Ert datum/Your date Er beteckning/Your ID 2022-06-30 Application for type GE Till: (To:) Polska Wytwörnia 
e2-45 e2-46,Andorra,TA-PDF: Name of model,belegt,Cartes tachygraphiques GEN1 Imprimerie Nationale pour la principauté d’Andorre,G1,Imprimerie Nationale Cards JRC_DTLab/30-142/50-154/2022 03/08/2022 03/02/2023,https://dtc.jrc.ec.europa.eu/PDF_Card/e2-45.pdf,France,DGE / Préfecture du Nord - Ministère de l'économie et des finances,France,bestaetigt,Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,"Ministère de l'économie, des finances et de la souveraineté"
e4-AETR-0001-00,Ukraine,TA-PDF: Manufacturing mark,belegt,Tachograph G1 AETR cards for Ukraine,G1,Thales Digital Tachograph Gl VI.5 - Version 2.0.1G on MultiApp V4.0.1 JRC_DTLab/A3-152/2022 28/04/2022 28/10/2022,https://dtc.jrc.ec.europa.eu/PDF_Card/e4-AETR-0001-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW
e3-1003-1,Italy,Ausstellerbehoerde,Annahme,MIT - Ministero delle Infrastrutture e dei Trasporti,G2.1,SmartTacho V3.1 JRC_DTLab/A5-147/2022 v2.0 01/03/2022 01/09/2022,https://dtc.jrc.ec.europa.eu/PDF_Card/e3-1003-1.pdf,Italy,MIT - Ministero delle Infrastrutture e dei Trasporti,Italy,bestaetigt,MIT - Ministero delle Infrastrutture e dei Trasporti,Bescheid,,"DIREZIONE GENERALE PER IL MERCATO, LA CONCORRENZA, IL CONSUMATORE, LA VIGILANZA E LA NORMATIVA TECNICA Divisione Yıll = "
e28-003,Belarus,Ausstellerbehoerde,Annahme,Ministry of Transport and Communications,G1,IDeal Drive DT V3.0 JRC_DTLab/30-142/22-148/2021 26/11/2021 26/05/2022,https://dtc.jrc.ec.europa.eu/PDF_Card/e28-003.pdf,Belarus,Ministry of Transport and Communications,Belarus,bestaetigt,Gosstandart,Bescheid,Ministry of Transport and Communications,MINISTRY OF TRANSPORT AND
e1-242-00,Kazakhstan,JRC-Kartenname,belegt,Kazakhstan Tacho JRC_DTLab/30-142/2021 19/03/2021 19/09/2021,G1,Kazakhstan Tacho JRC_DTLab/30-142/2021 19/03/2021 19/09/2021,https://dtc.jrc.ec.europa.eu/PDF_Card/e1-242-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt / Federal Motor Transport Authority
e26-2387-02,Slovenia,Ausstellerbehoerde,Annahme,Ministrstvo za infrastrukturo,G2.1,Smart Tachograph G2 JRC_DTLab/A3-118/20-135/2020 16/12/2020 16/06/2021,https://dtc.jrc.ec.europa.eu/PDF_Card/e26-2387-02.pdf,Slovenia,Ministrstvo za infrastrukturo,Slovenia,bestaetigt,AVP - Javna agencija RS za varnost prometa,Bescheid,Ministrstvo za infrastrukturo,"Republika Slovenija, Ministrstvo za infrastrukturo"
e1-0015-00,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.1,IDeal Drive DT V3.0 JRC_DTLab/30-128/12-141/2020 23/10/2020 23/04/2021,https://dtc.jrc.ec.europa.eu/PDF_Card/e1-0015-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt LAS DE-24932 Flensburg
e4-0022-00,Estonia,TA-PDF: Manufacturing mark,belegt,NTS Smart Tachograph Card G2 for Estonia,G2.1,NTS Smart Tachograph Card G2 v.1.0 JRC_DTLab/A5-129/25-138/2020 01/10/2020 01/04/2021,https://dtc.jrc.ec.europa.eu/PDF_Card/e4-0022-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW
e2-43,Latvia,TA-PDF: Name of model,belegt,Cartes tachygraphiques G2 Imprimerie Nationale pour la Lettonie,G2.1,Imprimerie Nationale Cards JRC_DTLab/30-128/50-140/2020 07/08/2020 07/02/2021,https://dtc.jrc.ec.europa.eu/PDF_Card/e2-43.pdf,France,DGE / Préfecture du Nord - Ministère de l'économie et des finances,France,bestaetigt,Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,"Ministère de l'économie, des finances et de la relance"
e22-501,Russia,Ausstellerbehoerde,Annahme,Ministry of Transport - Agency of Automobile Transport,G1,MultiApp ID Tachograph v1.3 JRC_DTLab/A3-078/35-136/2020 27/03/2020 27/09/2020,https://dtc.jrc.ec.europa.eu/PDF_Card/e22-501.pdf,Russia,Ministry of Transport - Agency of Automobile Transport,Russia,bestaetigt,Rosstandart,Bescheid,Ministry of Transport - Agency of Automobile Transport,MINISTRY OF TRANSPORT OF THE RUSSIAN FEDERATION Federal budgetary
e22-401,Russia,Ausstellerbehoerde,Annahme,Ministry of Transport - Agency of Automobile Transport,G1,Tru/cos tacho V1.1 JRC_DTLab/55-131/2019 10/12/2019 10/06/2020,https://dtc.jrc.ec.europa.eu/getFile_wtcid188,Russia,Ministry of Transport - Agency of Automobile Transport,Russia,bestaetigt,Rosstandart,Bescheid,Ministry of Transport - Agency of Automobile Transport,MINISTRY OF TRANSPORT OF THE RUSSIAN FEDERATION Federal state
e9-0006-00,Spain,Ausstellerbehoerde,Annahme,MINCOTUR - Ministerio de Industria y Turismo,G2.1,Tachograph card of second generation (smart tachograph) JRC_DTLab/A3-118/17-130/2019 31/07/2019 31/01/2020,https://dtc.jrc.ec.europa.eu/getFile_wtcid187,Spain,MINCOTUR - Ministerio de Industria y Turismo,Spain,bestaetigt,MINCOTUR - Ministerio de Industria y Turismo,Bescheid,,"DIRECCIÓN GENERAL DE INDUSTRIA Y DE LA PEQUEÑA Y MINISTERIO MEDIANA EMPRESA DE INDUSTRIA, COMERCIO Y TURISMO Subdirecció"
e3-1003,Italy,Ausstellerbehoerde,Annahme,MIT - Ministero delle Infrastrutture e dei Trasporti,G2.1,Smart Tachograph v3.0 JRC_DTLab/A5-129/2019 10/07/2019 10/01/2020,https://dtc.jrc.ec.europa.eu/getFile_wtcid186,Italy,MIT - Ministero delle Infrastrutture e dei Trasporti,Italy,bestaetigt,MIT - Ministero delle Infrastrutture e dei Trasporti,Bescheid,,"DIREZIONE GENERALE PER iL MERCATO, LA CONCORRENZA, IL CONSUMATORE, LA VIGILANZA E LA NORMATIVA TECNICA Divisione Vill = "
e13-0001-00,Luxembourg,Ausstellerbehoerde,Annahme,SNCH - Société Nationale de Certification et d'Homologation,G2.1,IDeal Drive DT V3.0 Applet code version 416304 JRC_DTLab/30-128/2019 18/06/2019 18/12/2019,https://dtc.jrc.ec.europa.eu/getFile_wtcid185,Luxembourg,SNCH - Société Nationale de Certification et d'Homologation,Luxembourg,bestaetigt,SNCH - Société Nationale de Certification et d'Homologation,Bescheid,,SOCIÉTÉ NATIONALE DE
e2-41,France,TA-PDF: Name of model,belegt,Cartes tachygraphiques G2 Imprimerie Nationale pour la France,G2.1,CArte Tachygraphique G2 JRC_DTLab/A3-118/50-125/2019 28/03/2019 28/09/2019,https://dtc.jrc.ec.europa.eu/getFile_wtcid180,France,DGE / Préfecture du Nord - Ministère de l'économie et des finances,France,bestaetigt,Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,Ministère de l'économie et des france - Direction
e1-0004-00,Austria,TA-PDF: Name of model,belegt,Tachosmart Österreich G2,G2.1,Tachosmart Ãsterreich G2 JRC_DTLab/A3-118/12-123/2019 15/03/2019 15/09/2019,https://dtc.jrc.ec.europa.eu/getFile_wtcid179,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e25-1904,Croatia,Ausstellerbehoerde,Annahme,DZM - Državni zavod za mjeriteljstvo,G2.1,Tachograph card of second generation JRC_DTLab/A3-118/13-127/2019 14/03/2019 14/09/2019,https://dtc.jrc.ec.europa.eu/getFile_wtcid182,Croatia,DZM - Državni zavod za mjeriteljstvo,Croatia,bestaetigt,DZM - Državni zavod za mjeriteljstvo,Bescheid,,State Office for Metrology
e1-0007,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.1,Tachograph Generation 2 MAV4.0.1 - EWG JRC_DTLab/A3-118/AC-126/2019 08/03/2019 08/09/2019,https://dtc.jrc.ec.europa.eu/getFile_wtcid181,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e8-003,Czechia,Ausstellerbehoerde,Annahme,Ministerstvo dopravy,G2.1,Smart Tachograph G2 on MultiApp V4.0.1 JRC_DTLab/A3-118/A6-122/2019 23/01/2019 23/07/2019,https://dtc.jrc.ec.europa.eu/getFile_wtcid177,Czechia,Ministerstvo dopravy,Czechia,bestaetigt,Ministerstvo dopravy,Bescheid,,"Ceska republika — Ministerstvo dopravy, näbfe2i Ludvika Svobody 12/1222, Praha 1"
e4-0001-00,Netherlands,Ausstellerbehoerde,Annahme,RDW - Rijksdienst voor het Wegverkeer,G2.1,Smart Tachograph G2 on MultiApp V4.0.1 JRC_DTLab/A3-118/2018 18/12/2018 18/06/2019,https://dtc.jrc.ec.europa.eu/getFile_wtcid175,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS (NEDERLAND) CH ( Gs he ) SA ‘In War
e10-002,Serbia,TA-PDF: Manufacturing mark,belegt,National Bank of Serbia,G1,MultiApp ID Tachograph V1.3 JRC_DTC/A3-078/79-l 16/MA 11/2018 17/10/2018 17/04/2019,https://dtc.jrc.ec.europa.eu/getFile_wtcid171,Serbia,ABS - Agencija za bezbednost saobraćaja (Road Traffic Safety Agency),Serbia,bestaetigt,ABS - Agencija za bezbednost saobraćaja (Road Traffic Safety Agency),Bescheid,,Road Traffic Safety Agency
e1-240-00,Germany,eNN-Praefix (e1),Annahme,AETR-Karte: Zielland ist NICHT das Ausstellerland,G1,Morpho Tachograph N V2.0 - AETR JRC_DTC/81-059b/30-110/MA03/2017 26/04/2017 26/10/2017,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e22-301,Russia,eNN-Praefix (e22),Annahme,,G1,Tru/cos tacho module 1.1 JRC_DTC/AC-081/98-109/MA02/2017 29/03/2017 29/09/2017,,Russia,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Rosstandart,Bescheid,Ministry of Transport - Agency of Automobile Transport,
e22-201,Russia,eNN-Praefix (e22),Annahme,AETR-Karte: Zielland ist NICHT das Ausstellerland,G1,Morpho Tachograph N V2.0 - AETR JRC_DTC/81-059b/69-106/MA02/2016 28/11/2016 28/05/2017,,Russia,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Rosstandart,Bescheid,Ministry of Transport - Agency of Automobile Transport,
e1-238-00,Germany,eNN-Praefix (e1),Annahme,,G1,STARCOS 3.6 ID Tachograph P1 JRC_DTC/40-103/2016 21/09/2016 21/03/2017,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e11-1004-00,United Kingdom,eNN-Praefix (e11),Annahme,,G1,MultiApp ID Tachograph v1.3 JRC_DTC/A3-078/39-102/MA09/2016 21/06/2016 21/12/2016,,United Kingdom,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),VCA - Vehicle Certification Agency,Liste,,
